Item #,Download date,Download cancelled,Media type,Downloaded by,Subscription,Account overage,Title,Caption,Contributor,Source,File size,Project code,Download notes,Duplicate downloads
185414872,2020-03-15T23:33:07.9666208,,Photos,klippekort gyldendal,Easy-access,,Meet the Press - Season 65,"MEET THE PRESS -- Pictured: (l-r)   David Brooks, Columnist, The New York Times, appears on ""Meet the Press"" in Washington, D.C., Sunday, Oct. 20, 2013.  (Photo by: William B. Plowman/NBC/NBC Newswire/NBCUniversal via Getty Images)",NBCUniversal,NBCUniversal,2848 x 4288 px (24.11 x 36.31 cm) - 300 dpi - RGB,,E1 (C.E),
53139555,2020-03-15T11:49:17.479333,,Photos,klippekort gyldendal,Klippekort,,Italian Border Patrols Pick Up Boatloads Of Illegal Immigrants,"LAMPEDUSA, ITALY - JUNE 21:  A boat loaded with illegal immigrant is seen on  June 21, 2005 in Lampedusa, Italy. Tens of thousands of immigrants land on the Italian coast each year, most of them heading from north Africa on ramshackle boats.In the Mediterranean Sea between Malta and Tunisia, Lampedusa Island is one of the main gateways for illegal immigration from Africa into Europe. According to a report by Amnesty International, Illegal immigrants who land in Italy consistently allege they have been abused, holding centres are overcrowded and no legal assistance is offered. Italian authorities refused to give access to the centres to enable further investigations by Amnesty. The Amnesty International report says 15,647 people were held in the centres in 2004: a 9 per-cent increase on the previous year. (Photo by Marco Di Lauro/Getty Images)",Getty Images News,Getty Images Europe,3000 x 2000 px (25.40 x 16.93 cm) - 300 dpi - RGB,,E1 (C.E),
464775491,2020-03-15T11:45:48.4142707,,Photos,klippekort gyldendal,Klippekort,,T-Mobile Presents Macklemore & Ryan Lewis At The Belasco Theatre,"LOS ANGELES, CA - JANUARY 23:  Macklemore performs at Belasco Theatre on January 23, 2014 in Los Angeles, California.  (Photo by Noel Vasquez/Getty Images)",Getty Images Entertainment,Getty Images North America,2817 x 3000 px (23.85 x 25.40 cm) - 300 dpi - RGB,,E1 (C.E),
1175162504,2020-03-15T11:04:39.7984389,,Photos,klippekort gyldendal,Klippekort,,Los Angeles Seeks To Increase Restrictions On Homeless Sleeping On Sidewalks,"LOS ANGELES, CALIFORNIA - SEPTEMBER 16: People rest in the courtyard of the Midnight Mission, which serves three free meals daily to the homeless and hungry, in Skid Row on September 16, 2019 in Los Angeles, California. Skid Row is home to thousands who either live on the streets or in shelters. The city of Los Angeles has seen a 16 percent increase in homelessness since 2018 amidst a housing crisis. A new plan under consideration in the city would bar homeless people from sleeping on sidewalks and streets in more than 25 percent of Los Angeles. (Photo by Mario Tama/Getty Images)",Getty Images News,Getty Images North America,5382 x 3648 px (45.57 x 30.89 cm) - 300 dpi - RGB,,E1 (C.E),
1210853,2020-03-15T10:53:36.1145527,,Photos,klippekort gyldendal,Easy-access,,Ole Gunnar Solskjaer celebrates scoring the second goal for Manchester United,"26 May 1999:  Ole Gunnar Solskjaer celebrates scoring the second goal for Manchester United during the European Champions League Final against Bayern Munich in the Nou Camp Stadium, Barcelona, Spain. Manchester United won 2 - 1 with both United goals scored during injury time, to secure the treble of League, FA Cup and European Cup. \ Mandatory Credit: Ben Radford /Allsport",Getty Images Sport Classic,Getty Images Sport Classic,3072 x 2280 px (26.01 x 19.30 cm) - 300 dpi - RGB,,E1 (C.E),
1184484418,2020-03-13T06:17:19.423171,,Photos,klippekort gyldendal,Klippekort,,"Hjelle village on shores of Oppstrynsvatn Lake, Norway","Panoramic of Hjelle village on shores of Oppstrynsvatn Lake, Oppstryn, Sogn og Fjordane county, Norway",Moment,Moment RF,9417 x 4366 px (79.73 x 36.97 cm) - 300 dpi - RGB,,KONTEKST basisbok - A.S.,
113444878,2020-03-12T15:48:45.8108624,,Photos,klippekort gyldendal,Klippekort,,"James Watt's (1736-1819) prototype steam engine 'Old Bess' c1778. In this engine, which was erected at the Soho works, Birmingham, England, in 1777-1778, reciprocating motion was turned into rotary motion by a sun-and-planet gear train. From Lives of Boul...","UNSPECIFIED - CIRCA 1754: James Watt's (1736-1819) prototype steam engine 'Old Bess' c1778. In this engine, which was erected at the Soho works, Birmingham, England, in 1777-1778, reciprocating motion was turned into rotary motion by a sun-and-planet gear train. From Lives of Boulton and Watt, Samuel Smiles, (London, 1861). Engraving. (Photo by Universal History Archive/Getty Images)",Universal Images Group,Universal Images Group Editorial,6000 x 5232 px (50.80 x 44.30 cm) - 300 dpi - RGB,,Kontekst basisbok A.S-,
629564145,2020-03-12T15:39:58.5866441,,Photos,klippekort gyldendal,Klippekort,,Egyptian Art. Temple of Kom Ombo. Royal cartridge of the Roman Emperor Tiberius. Relief.,Egyptian Art. Temple of Kom Ombo. Ptolemaic Dynasty. 2nd century B.C. Dedicated to the crocodile god Sobek and falcon god Haroeris. Royal cartridge of the Roman Emperor Tiberius. Relief. (Photo by: PHAS/Universal Images Group via Getty Images),Universal Images Group,Universal Images Group Editorial,4211 x 2800 px (35.65 x 23.71 cm) - 300 dpi - RGB,,Kontekst Basisbok A.S.,Duplicate download
629564145,2020-03-12T15:38:10.7707246,,Photos,klippekort gyldendal,Klippekort,,Egyptian Art. Temple of Kom Ombo. Royal cartridge of the Roman Emperor Tiberius. Relief.,Egyptian Art. Temple of Kom Ombo. Ptolemaic Dynasty. 2nd century B.C. Dedicated to the crocodile god Sobek and falcon god Haroeris. Royal cartridge of the Roman Emperor Tiberius. Relief. (Photo by: PHAS/Universal Images Group via Getty Images),Universal Images Group,Universal Images Group Editorial,4211 x 2800 px (35.65 x 23.71 cm) - 300 dpi - RGB,,Kontekst Basisbok A.S.,
681885879,2020-03-12T15:14:28.2957527,,Photos,klippekort gyldendal,Klippekort,,Low angle view of friends walking down steps by buildings in city,"",Maskot,Maskot,5700 x 3800 px (48.26 x 32.17 cm) - 300 dpi - RGB,,Kontekst basisbok A.S,
140880537,2020-03-12T15:05:13.1014011,,Photos,klippekort gyldendal,Klippekort,,Tree with photographs as leaves,"",Stone,Stone RF,2003 x 1502 px (16.96 x 12.72 cm) - 300 dpi - RGB,,KOntekst basisbok - A.S.,
1139431029,2020-03-12T14:52:50.4962756,,Photos,klippekort gyldendal,Klippekort,,Cropped Hand Of Teenage Boy Touching Stingray Swimming In Lake,"",EyeEm,EyeEm,2857 x 4000 px (24.19 x 33.87 cm) - 300 dpi - RGB,,Kontekst BAsisbok AS,
465892881,2020-03-12T14:23:31.7003701,,Photos,klippekort gyldendal,Klippekort,,House with abundant exterior Christmas lights,"",Image Source,Image Source,5200 x 3466 px (44.03 x 29.35 cm) - 300 dpi - RGB,,Kontekst basisbok A-S-,
535191559,2020-03-12T11:13:26.6835535,,Photos,klippekort gyldendal,Klippekort,,Young Homosexual Couple At The Park Together,Young Homosexual Couple At The Park Together,E+,E Plus,1808 x 2730 px (15.31 x 23.11 cm) - 300 dpi - RGB,,Kontekst basisbok A.S,
53456460,2020-03-12T10:36:43.7148499,,Photos,klippekort gyldendal,Easy-access,,March On Washington For Jobs And Freedom,"Overhead view of the massive crowd assembled on the Mall in front of the Reflecting Pool and between the Lincoln and Washington monuments during the civil rights March on Washington for Jobs and Freedom, Washington DC, August 28, 1963. It was at this rally that Martin Luther King Jr. delivered his 'I Have a Dream' speech. (Photo by Robert W. Kelley/The LIFE Picture Collection via Getty Images)",The LIFE Picture Collection,The LIFE Picture Collection,4990 x 3310 px (42.25 x 28.02 cm) - 300 dpi - RGB,,KONTEKST basisbok - A.S.,
1068842324,2020-03-12T10:27:46.9785442,,Photos,klippekort gyldendal,Klippekort,,24th Conference COP24 In Poland,"15-year-old Swedish climate activist Greta Thunberg at COP 24, the 24th Conference of the Parties to the United Nations Framework Convention on Climate Change. Katowice, Poland on 5 December, 2018.  (Photo by Beata Zawrzel/NurPhoto via Getty Images)",NurPhoto,NurPhoto,5168 x 3445 px (43.76 x 29.17 cm) - 300 dpi - RGB,,Kontekst basisbok - A.S,
80716621,2020-03-11T08:57:12.1599437,,Photos,klippekort gyldendal,Klippekort,,Friends on an Outdoor Trip Reading Map,"",Cultura,Cultura RF,6271 x 4180 px (53.09 x 35.39 cm) - 300 dpi - RGB,,Kontekst Basisbok,Duplicate download
1140279563,2020-03-11T08:40:31.024615,,Photos,klippekort gyldendal,Klippekort,,Palm tree with clear blue sky in background,"",Moment,Moment RF,3024 x 4032 px (25.60 x 34.14 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
146249345,2020-03-11T08:40:31.0219979,,Photos,klippekort gyldendal,Klippekort,,Human Car,"A group of young people creating a car by holding each other. The car is driving on road, passing some green fields.",DigitalVision,Digital Vision,4902 x 3676 px (41.50 x 31.12 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
169940574,2020-03-11T08:40:31.0192373,,Photos,klippekort gyldendal,Klippekort,,Young woman yelling enthusiastically into bullhorn,"Full-length image of  cute young woman, maybe a sports coach, maybe a student or political protester, yelling into a loud hailer with great energy and enthusiasm.",E+,E Plus,2587 x 4499 px (21.90 x 38.09 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1069778718,2020-03-11T08:40:31.0166159,,Photos,klippekort gyldendal,Klippekort,,Close-Up Of Woman Blowing Confetti Outdoors,"Photo Taken In Bangkok, Thailand",EyeEm,EyeEm,5200 x 3466 px (44.03 x 29.35 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
981831146,2020-03-11T08:40:31.0140707,,Photos,klippekort gyldendal,Klippekort,,Eyes of Punjab,"",500px,500px,2338 x 3507 px (19.80 x 29.69 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1139005586,2020-03-11T08:40:31.0113421,,Photos,klippekort gyldendal,Klippekort,,"UK, Scotland, Edinburgh, Forth Bridge at sunset","",Westend61,Westend61,6708 x 4472 px (56.79 x 37.86 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
84423530,2020-03-11T08:40:31.0085827,,Photos,klippekort gyldendal,Klippekort,,Teen girl kissing teen boy,"Nimes, France",Cultura,Cultura RF,5100 x 3640 px (43.18 x 30.82 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
472125971,2020-03-11T08:40:31.005664,,Photos,klippekort gyldendal,Klippekort,,Man and Dromedary Camels Walking in Morocco Desert,"Merzouga, Morocco - March 31st, 2012: Man in national clothes leading his camels, Erg Chebbi Desert, near Merzouga settlement, south east Morocco; before sunset. ",iStock Unreleased,iStock Unreleased,4200 x 2740 px (35.56 x 23.20 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
558963017,2020-03-11T08:40:30.9971617,,Photos,klippekort gyldendal,Klippekort,,"Fishing boat on sea, Reine, Norway","",Image Source,Image Source,5250 x 3494 px (44.45 x 29.58 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1035000664,2020-03-11T08:40:30.9942931,,Photos,klippekort gyldendal,Klippekort,,Woman With Shark Swimming In Sea,"Photo Taken In Tiahura, French Polynesia",EyeEm,EyeEm,3748 x 2108 px (31.73 x 17.85 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
128005341,2020-03-11T08:40:30.991407,,Photos,klippekort gyldendal,Klippekort,,Businessman diving into the sea,Low section of a businessman diving into the sea,Photodisc,Photodisc,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
559278797,2020-03-11T08:40:30.9882026,,Photos,klippekort gyldendal,Klippekort,,Man in lightssuit in urban area,"Man in lights suit in a metropole-urban area, shot in nighttime",DigitalVision,Digital Vision,4878 x 3687 px (41.30 x 31.22 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
587537610,2020-03-11T08:40:30.9855316,,Photos,klippekort gyldendal,Klippekort,,Slow down guys! I might fall or hit a tree!,Two friends pushing their other friend on an abandoned trolley cart at high speeds at the park.,E+,E Plus,8660 x 5773 px (73.32 x 48.88 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
73971868,2020-03-11T08:40:30.9817759,,Photos,klippekort gyldendal,Klippekort,,"Woman with braid under eyes, close-up","",PhotoAlto Agency RF Collections,PhotoAlto,4961 x 3508 px (42.00 x 29.70 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
962605686,2020-03-11T08:40:30.9789159,,Photos,klippekort gyldendal,Klippekort,,Two people sheltering at night under a dead acacia tree in Deadvlei,"",Moment,Moment RF,7041 x 4699 px (59.61 x 39.78 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
980633504,2020-03-11T08:40:30.9758142,,Photos,klippekort gyldendal,Klippekort,,Rear view of man walking relaxingly on field against sky during sunrise,Rear view of man walking relaxingly on field against sky during sunrise,Moment,Moment RF,8000 x 5333 px (67.73 x 45.15 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
999984596,2020-03-11T08:40:30.9720817,,Photos,klippekort gyldendal,Klippekort,,Young Woman With Macaw On Head In City,"Photo Taken In Chefchaouene, Morocco",EyeEm Premium,EyeEm Premium,6016 x 4016 px (50.94 x 34.00 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
512824348,2020-03-11T08:40:30.9677479,,Photos,klippekort gyldendal,Klippekort,,Retro futuristic sci-fi concept of planetary terraforming,Retro futuristic sci-fi concept of planetary terraforming.,E+,E Plus,3400 x 1447 px (28.79 x 12.25 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
707587193,2020-03-11T08:40:30.9644035,,Photos,klippekort gyldendal,Klippekort,,Man Standing On Rocks At Mountain In Grand Canyon National Park Against Sky During Sunset,"",EyeEm,EyeEm,4096 x 1107 px (34.68 x 9.37 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
530902309,2020-03-11T08:40:30.9464916,,Photos,klippekort gyldendal,Klippekort,,"Alien invasion in the forest, scary, dark, invasion",Alien invasion in the forest.,E+,E Plus,4500 x 3000 px (38.10 x 25.40 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
482993775,2020-03-11T08:40:30.9434823,,Photos,klippekort gyldendal,Klippekort,,Futuristic Steampunk Submarine,3d render of Futuristic Steampunk Submarine,E+,E Plus,6399 x 3599 px (54.18 x 30.47 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
97782182,2020-03-11T08:40:30.9390115,,Photos,klippekort gyldendal,Klippekort,,"A BASE jumper performs a front flip off a cliff in the Blue Mountains, New South Wales, Australia.","",Aurora Open,Aurora Open,5300 x 3533 px (44.87 x 29.91 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
155145807,2020-03-11T08:40:30.9352895,,Photos,klippekort gyldendal,Klippekort,,Teenage boy eating a sandwich,Teenage boy eating a sandwich,E+,E Plus,4930 x 3287 px (41.74 x 27.83 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
594826513,2020-03-11T08:40:30.9324881,,Photos,klippekort gyldendal,Klippekort,,Caucasian people standing on roof of flooded house,"",DigitalVision,Digital Vision,4477 x 3906 px (37.91 x 33.07 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
179169708,2020-03-11T08:40:30.9293969,,Photos,klippekort gyldendal,Klippekort,,Yellow,"",Moment,Moment RF,2290 x 1530 px (19.39 x 12.95 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
120615013,2020-03-11T08:40:30.926534,,Photos,klippekort gyldendal,Klippekort,,Triple helix stairs,Fire exists glass doors with brown wood frames exiting on piral stairs.,Moment Open,Moment Open,2321 x 3494 px (19.65 x 29.58 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
511810363,2020-03-11T08:40:30.9236855,,Photos,klippekort gyldendal,Klippekort,,Students Taking Singing Class At Drama College,Students Taking Singing Class At Drama College. Student Singing,iStock,iStockphoto,5184 x 3456 px (43.89 x 29.26 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
173617315,2020-03-11T08:40:30.9211036,,Photos,klippekort gyldendal,Klippekort,,Film Crew - On Location,"""Right before a take, marker has snapped and it's time for action.Shot on a real set at high iso, some noise, view at 100%.More filmmaking images:""",E+,E Plus,1761 x 1174 px (14.91 x 9.94 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
686645570,2020-03-11T08:40:30.9182572,,Photos,klippekort gyldendal,Klippekort,,Hyenas Walking on a Road,A group of hyenas going for a stroll.,iStock,iStockphoto,6645 x 4435 px (56.26 x 37.55 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
89771145,2020-03-11T08:40:30.9155224,,Photos,klippekort gyldendal,Klippekort,,man sitting on friend's back,"london, uk",Cultura,Cultura RF,5100 x 3414 px (43.18 x 28.91 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1155064211,2020-03-11T08:40:30.9128917,,Photos,klippekort gyldendal,Klippekort,,Young adult male is distracted by textbook while climbing stairs,"While he climbs the entrance stairs at school, a young adult male is distracted by the information in his textbook.",E+,E Plus,6382 x 4255 px (54.03 x 36.03 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1090690478,2020-03-11T08:40:30.9096131,,Photos,klippekort gyldendal,Klippekort,,Young woman with dyed blue hair sitting on a wall listening music with headphones and smartphone,"",Westend61,Westend61,5304 x 7952 px (44.91 x 67.33 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
515027935,2020-03-11T08:40:30.9071199,,Photos,klippekort gyldendal,Klippekort,,Two boys sitting on ground looking at cell phone,"",Westend61,Westend61,4572 x 6851 px (38.71 x 58.01 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
643999945,2020-03-11T08:40:30.9018139,,Photos,klippekort gyldendal,Klippekort,,Trapeze artists jumping in sky,"",DigitalVision,Digital Vision,4764 x 3814 px (40.34 x 32.29 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
491514320,2020-03-11T08:40:30.8988888,,Photos,klippekort gyldendal,Klippekort,,Workplace in the night city,A man using a laptop on the rooftop of a skyscraper,E+,E Plus,4288 x 2848 px (36.31 x 24.11 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
699095923,2020-03-11T08:40:30.8960116,,Photos,klippekort gyldendal,Klippekort,,Siblings talking to friend while sitting in bedroom,"""""",Maskot,Maskot,5700 x 3800 px (48.26 x 32.17 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
619269222,2020-03-11T08:40:30.8936028,,Photos,klippekort gyldendal,Klippekort,,girl in bed texting on smartphone,girl in bed texting on smartphone,E+,E Plus,6016 x 4016 px (50.94 x 34.00 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
944938398,2020-03-11T08:40:30.8911171,,Illustrations,klippekort gyldendal,Klippekort,,Foot Prints Binary Code Vector Pattern Background,"Foot Prints Binary Code Vector Pattern Background. The main symbol depicted is made up of the binary code zero and one pattern and is in the center of the illustration. The numbers are in bright green color. The rest of the image is filled with a binary code background. The numbers zero and one alternate and are of various sizes and shades of the green color. There is a sense of vertical motion in this image, The background color is black.",DigitalVision Vectors,Digital Vision Vectors,Vector (EPS) – Scalable to any size,,KONTEKST Basisbok_ A.S,
1023162392,2020-03-11T08:40:30.8885651,,Photos,klippekort gyldendal,Klippekort,,Blue origami dog and dog waiting,"",Westend61,Westend61,6720 x 4480 px (56.90 x 37.93 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
677678730,2020-03-11T08:40:30.8860078,,Photos,klippekort gyldendal,Klippekort,,Kids shoplifting candy in a supermarket or convenience store,Four school-aged children shoplifting candy in a supermarket or convenience store,iStock,iStockphoto,6000 x 4000 px (50.80 x 33.87 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1132123800,2020-03-11T08:40:30.8833229,,Photos,klippekort gyldendal,Klippekort,,High school students use computer in technology class,Confident female high school student holds 3D glasses while using a computer during engineering class. She gestures toward the computer while talking with her friend.,E+,E Plus,5760 x 3840 px (48.77 x 32.51 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1011462086,2020-03-11T08:40:30.880548,,Photos,klippekort gyldendal,Klippekort,,Students working on computer in class together,"",Westend61,Westend61,5600 x 3733 px (47.41 x 31.61 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
648994274,2020-03-11T08:40:30.8753575,,Photos,klippekort gyldendal,Klippekort,,Surfing the net,Close up of a man using internet on a mobile phone.,E+,E Plus,7360 x 4912 px (62.31 x 41.59 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
510465222,2020-03-11T08:40:30.8575974,,Photos,klippekort gyldendal,Klippekort,,Transforming For Success,Transforming for success as a business concept for adapting and evolving for a more aggressive strategy as a snail changing into a cheetah shape to become more competitive.,iStock,iStockphoto,4626 x 3384 px (39.17 x 28.65 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1055265524,2020-03-11T08:40:30.854923,,Photos,klippekort gyldendal,Klippekort,,Aerial View On Boat In Sea,"",EyeEm,EyeEm,2389 x 2389 px (20.23 x 20.23 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
559117813,2020-03-11T08:40:30.8522601,,Photos,klippekort gyldendal,Klippekort,,Tourist with rainbow umbrella at Skogafoss Iceland,"Woman wearing white blouse and flowing green skirt holds rainbow umbrella over head and stands at foot of cascades of Skogafoss waterfall, Iceland, with rainbow in mist.",Moment,Moment RF,5760 x 3840 px (48.77 x 32.51 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
629047742,2020-03-11T08:40:30.849675,,Photos,klippekort gyldendal,Klippekort,,Royal palace in Oslo,Oslo Royal Castle early morning,foap,foap,3456 x 3456 px (29.26 x 29.26 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
473048622,2020-03-11T08:40:30.8468354,,Photos,klippekort gyldendal,Klippekort,,Oslo crowds at pavement cafes vibrant summer city panorama Norway,"Oslo, Norway - 11th July 2014: Crowds of diners at an al fresco restaurant bar enjoying the summer sunshine in central Oslo, Norway's picturesque capital city. Composite panoramic image created from eight contemporaneous sequential photographs.",iStock Unreleased,iStock Unreleased,6600 x 3150 px (55.88 x 26.67 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
525618526,2020-03-11T08:40:30.8436298,,Photos,klippekort gyldendal,Klippekort,,50th Anniversary Celebration of The March on Washington,"Spectators watch the 'Let Freedom Ring' commemoration at the Lincoln Memorial in Washington DC. The commemoration marks the 50th anniversary of the 1963 March on Washington led by the late Dr. Martin Luther King Jr., where he famously gave his 'I Have a Dream' speech. (Photo by Brooks Kraft LLC/Corbis via Getty Images)",Corbis News,Corbis News,3264 x 2448 px (27.64 x 20.73 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1150475406,2020-03-11T08:40:30.839057,,Photos,klippekort gyldendal,Klippekort,,"Pile of pebbles on a beach, panoramic blue water background","Pile of pebbles on a beach, panoramic blue water background",iStock,iStockphoto,6369 x 2123 px (53.92 x 17.97 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1147919113,2020-03-11T08:40:30.8361517,,Photos,klippekort gyldendal,Klippekort,,3D red jigsaw puzzle pieces on blue background,"jigsaw puzzle pieces with some connection lines, made with photoshop and 3D software",iStock,iStockphoto,12247 x 4082 px (103.69 x 34.56 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1181788251,2020-03-11T08:40:30.8335901,,Photos,klippekort gyldendal,Klippekort,,Low Angle View Of Bird Sitting On Street Light Against Clear Sky,"",EyeEm,EyeEm,2842 x 3552 px (24.06 x 30.07 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
681896947,2020-03-11T08:40:30.8312047,,Photos,klippekort gyldendal,Klippekort,,"USA, Virginia, Marshes of the Chickahominy River near the confluence with the James River","",Westend61,Westend61,7360 x 4267 px (62.31 x 36.13 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
111816228,2020-03-11T08:40:30.828809,,Photos,klippekort gyldendal,Klippekort,,Group of students on smart phones in classroom,"",DigitalVision,Digital Vision,4915 x 3686 px (41.61 x 31.21 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
95722744,2020-03-11T08:40:30.8263028,,Photos,klippekort gyldendal,Klippekort,,Young girl on the railway,"",E+,E Plus,3077 x 2473 px (26.05 x 20.94 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
482552372,2020-03-11T08:40:30.8236544,,Photos,klippekort gyldendal,Klippekort,,Grafitti artist portrait next to his latest creation,Grafitti artist portrait next to his latest creation,E+,E Plus,4804 x 3379 px (40.67 x 28.61 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
649661009,2020-03-11T08:40:30.8197665,,Photos,klippekort gyldendal,Klippekort,,Hashtag over collage of smiling faces,"",DigitalVision,Digital Vision,4887 x 3720 px (41.38 x 31.50 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
529790524,2020-03-11T08:40:30.8164665,,Photos,klippekort gyldendal,Klippekort,,Teenagers with suitcases on train platform,"",Johner Images Royalty-Free,Johner Images Royalty-Free,3467 x 5200 px (29.35 x 44.03 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
658871814,2020-03-11T08:40:30.8139169,,Photos,klippekort gyldendal,Klippekort,,Creative people sharing food and file at table,Top view of startup office work desk with creative people sharing food and file.,E+,E Plus,3942 x 2628 px (33.38 x 22.25 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
177629113,2020-03-11T08:40:30.8111715,,Illustrations,klippekort gyldendal,Klippekort,,Black silhouettes of Shakespeare characters ,"Silhouettes of Shakespeare and his most famous plays including Macbeth, Hamlet, Romeo and Juliet, Julius Caesar, and Midsummer Night’s Dream. Files included – jpg, ai (version 8 and CS3), svg, and eps (version 8)",DigitalVision Vectors,Digital Vision Vectors,Vector (EPS) – Scalable to any size,,KONTEKST Basisbok_ A.S,
1023182680,2020-03-11T08:40:30.8087403,,Photos,klippekort gyldendal,Klippekort,,Multi-ethnic young adults in haunted house with zombie,"A group of four multi-ethnic teenagers and young adults having fun in a halloween haunted house, laughing, posing with a female zombie and scary dummy hanging from the wall.",E+,E Plus,8660 x 5773 px (73.32 x 48.88 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
486483297,2020-03-11T08:40:30.806307,,Photos,klippekort gyldendal,Klippekort,,Girl masquerade as Red Riding Hood on the move in the wood,"",Westend61,Westend61,5030 x 3347 px (42.59 x 28.34 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
685621698,2020-03-11T08:40:30.8035994,,Photos,klippekort gyldendal,Klippekort,,Quality time with father,Teen boy with father and motorcycle,E+,E Plus,7952 x 5304 px (67.33 x 44.91 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
728871707,2020-03-11T08:40:30.8010689,,Photos,klippekort gyldendal,Klippekort,,High Angle View Of Man At Bottom Of Spiral Staircase,Photo Taken In Singapore,EyeEm,EyeEm,3021 x 2266 px (25.58 x 19.19 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
1124507409,2020-03-11T08:40:30.7984109,,Photos,klippekort gyldendal,Klippekort,,Female falconer sitting on rocks with eagle and admiring dawn in mountains,"",500Px Plus,500px Plus,7738 x 5159 px (65.52 x 43.68 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
573104953,2020-03-11T08:40:30.7957823,,Photos,klippekort gyldendal,Klippekort,,Woman in medieval costume reading book in hedge maze,"",DigitalVision,Digital Vision,5146 x 3401 px (43.57 x 28.80 cm) - 300 dpi - RGB,,KONTEKST Basisbok_ A.S,
